PropID,DataID,Property,Value,Prop_Type,Prop_refID,Obtained_from,From Org. Paper
prop3692,data010983,dG,-22.42624,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3693,data010984,dG,-12.04992,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3694,data010985,dG,-15.64816,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3695,data010986,dG,-17.07072,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3696,data010987,dG,-26.19184,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3697,data010988,dG,-3.72376,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3698,data010989,dG,-8.49352,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3699,data010990,dG,-5.89944,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3700,data010991,dG,-11.04576,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3701,data010992,dG,4.22584,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3702,data010993,dG,-14.2256,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3703,data010994,dG,-14.05824,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3704,data010995,dG,-10.16712,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3705,data010996,dG,-24.93664,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3706,data010997,dG,-15.64816,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3707,data010998,dG,-17.65648,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3708,data010999,dG,-13.1796,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3709,data011000,dG,-39.07856,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3710,data011001,dG,-28.91144,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3711,data011002,dG,-56.52584,EST,ref0149,Estimated using a solvation model (see methods description for details),TRUE
prop3712,data011003,dG,3.26352,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3713,data011004,dG,-1.84096,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3714,data011005,dG,-4.56056,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3715,data011006,dG,-6.86176,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3716,data011007,dG,-9.12112,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3717,data011008,dG,-11.38048,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3718,data011009,dG,-13.63984,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3719,data011010,dG,-15.85736,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3720,data011011,dG,-5.69024,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3721,data011012,dG,-6.276,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3722,data011013,dG,-9.12112,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3723,data011014,dG,-12.59384,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3724,data011015,dG,-14.81136,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3725,data011016,dG,-15.14608,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3726,data011017,dG,0.37656,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3727,data011018,dG,-3.68192,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3728,data011019,dG,-4.89528,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3729,data011020,dG,-5.73208,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3730,data011021,dG,-5.6484,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3731,data011022,dG,-9.99976,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3732,data011023,dG,-2.00832,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3733,data011024,dG,-9.16296,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3734,data011025,dG,-12.04992,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3735,data011026,dG,-14.26744,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3736,data011027,dG,-18.99536,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3737,data011028,dG,-20.41792,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3738,data011029,dG,-21.67312,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3739,data011030,dG,-22.21704,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3740,data011031,dG,-21.84048,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3741,data011032,dG,-21.7568,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3742,data011033,dG,-32.04944,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3743,data011034,dG,-44.09936,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3744,data011035,dG,-18.74432,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3745,data011036,dG,-22.04968,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3746,data011037,dG,-34.22512,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3747,data011038,dG,-23.8488,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3748,data011039,dG,-20.79448,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3749,data011040,dG,-24.97848,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3750,data011041,dG,-21.38024,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3751,data011042,dG,-27.15416,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3752,data011043,dG,-33.55568,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3753,data011044,dG,-29.16248,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3754,data011045,dG,-34.55984,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3755,data011046,dG,-34.64352,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3756,data011047,dG,-34.60168,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3757,data011048,dG,-31.46368,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3758,data011049,dG,-33.8904,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3759,data011050,dG,-39.41328,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3760,data011051,dG,-6.15048,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3761,data011052,dG,-17.23808,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3762,data011053,dG,-21.21288,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3763,data011054,dG,-12.1336,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3764,data011055,dG,-11.00392,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3765,data011056,dG,-10.41816,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3766,data011057,dG,-12.25912,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3767,data011058,dG,-10.71104,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3768,data011059,dG,-21.7568,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3769,data011060,dG,-17.86568,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3770,data011061,dG,-24.09984,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3771,data011062,dG,-12.51016,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3772,data011063,dG,-18.07488,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3773,data011064,dG,-19.70664,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3774,data011065,dG,-28.70224,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3775,data011066,dG,-18.86984,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
prop3776,data011067,dG,-20.33424,EST,ref0150,Estimated using a solvation model (see methods description for details),TRUE
